胸闷 20 msy
吸气时有蝉鸣音 20 msy
痉挛性咳嗽 20 msy
惊厥 20 msy
干咳 20 msy
肺阴虚 20 msy
低热 20 msy
打喷嚏 20 msy
抽搐 20 msy
感觉障碍 20 msy
恶心 20 msy
步态不稳 20 msy
白细胞减少 20 msy
哮鸣音 20 msy
耸肩喘息 20 msy
咳痰 20 msy
咳嗽伴哮鸣音 20 msy
咳嗽 20 msy
冬春季的慢性咳嗽咳痰和喘息 20 msy
喘息 20 msy
变应性咳嗽 20 msy
紫绀 20 msy
心源性呼吸窘迫 20 msy
呼吸困难 20 msy
呼吸急促 20 msy
羊水中回声增强增多 20 msy
新生儿青紫 20 msy
气急 20 msy
面色青紫 20 msy
口唇青紫 20 msy
口唇和甲床略带青紫 20 msy
肺纹理增粗 20 msy
出生后即有持续青紫 20 msy
咽部异物感 20 msy
胸闷憋气 20 msy
嗜酸性粒细胞增多 20 msy
咯血伴发热 20 msy
乏力 20 msy
胸痛 20 msy
湿啰音 20 msy
咳铁锈色痰 20 msy
急性面容 20 msy
呼吸音减弱 20 msy
寒战 20 msy
高热 20 msy
眼睛痒 20 msy
头晕 20 msy
头痛 20 msy
目赤 20 msy
紧张性头晕 20 msy
紧张性头痛 20 msy
间歇性头晕 20 msy
间歇性头痛 20 msy
鼻塞 20 msy
呕吐 20 msy
周围神经损害 20 msy
谵妄 20 msy
浅感觉减退或缺失 20 msy
脑水肿 20 msy
昏迷 20 msy
多发性神经炎 20 msy
腹泻 20 msy
发热伴咳嗽、咯痰、胸痛 20 msy
盗汗 20 msy
气短 20 msy
咯血 20 msy
肺部出血 20 msy
蛋白尿 20 msy
体重减轻 20 msy
骨膜炎 20 msy
肺泡炎症 20 msy
肺泡灌洗液可见大量无定形的碎片 20 msy
咳出棕色痰栓 20 msy
干性咳嗽 20 msy
肺纤维化 20 msy
痰呈粘液脓性 20 msy
肺部啰音 20 msy
痰中带血丝 20 msy
咳血 20 msy
咳嗽伴胸痛 20 msy
小支气管粘膜水肿 20 msy
